latitude,longitude,district,TPU_NUMBER,Average_Property_Rent,Total Demand Count,Hour,Total_Capacity,type,id,tpu_id
22.2785599126175,114.1854625948166,WAN CHAI,146,3425.0,1630,0,791.0,0,36,17
22.2904682159424,114.210182189941,EASTERN,155,3200.0,397,0,372.0,0,37,22
22.2848341081375,114.1572551451659,CENTRAL AND WESTERN,121,3733.33333333333,2092,0,983.0,0,38,0
22.2804927825928,114.17276763916,WAN CHAI,134,3633.33333333333,2801,0,1292.0,0,39,12
22.278862,114.226906,EASTERN,161,3008.33333333333,196,0,416.0,0,40,23
22.2657979,114.2370539,EASTERN,163,3150.0,0,0,234.0,0,41,21
22.2787990570068,114.169677734375,WAN CHAI,131,3525.0,2652,0,1221.0,0,42,3
22.2817783355713,114.161598205566,CENTRAL AND WESTERN,123,3566.66666666666,2638,0,1136.0,0,43,24
22.2617301940918,114.129173278809,SOUTHERN,171,2700.0,373,0,352.0,0,44,1
22.2807527,114.2244196,EASTERN,161,3008.33333333333,205,0,416.0,0,45,23
22.2875308990479,114.152137756348,CENTRAL AND WESTERN,121,3733.33333333333,1522,0,690.0,0,46,0
22.28270648401167,114.1933379913751,WAN CHAI,152,3833.33333333333,1251,0,605.0,0,47,25
22.28842500075254,114.1916175519129,EASTERN,151,3800.0,1892,0,824.0,0,48,14
22.28576523077002,114.1365995925989,CENTRAL AND WESTERN,112,3825.0,1432,0,432.0,0,49,26
22.282246,114.129004,CENTRAL AND WESTERN,111,3433.33333333333,829,0,180.0,0,50,27
22.2900475,114.1413205,CENTRAL AND WESTERN,112,3825.0,1624,0,500.0,0,51,26
22.243294,114.15182,SOUTHERN,174,3598.5905639550456,431,0,604.0,0,52,28
22.291835,114.206047,EASTERN,154,3200.0,397,0,544.0,0,53,29
22.285593,114.15452,CENTRAL AND WESTERN,114,3733.33333333333,1716,0,777.0,0,54,30
22.245016,114.188506,SOUTHERN,191,3598.5905639550456,203,0,56.0,0,55,31
22.25,114.16,SOUTHERN,173,3598.5905639550456,396,0,618.0,0,56,16
22.25779,114.194158,WAN CHAI,190,3950.0,196,0,19.0,0,57,32
22.29041,114.20148,EASTERN,153,3282.35294117647,397,0,480.0,0,58,13
22.27578597878192,114.1728212773169,WAN CHAI,131,3633.33333333333,2112,0,849.0,0,59,3
22.23748219306164,114.1893516942351,SOUTHERN,191,3598.5905639550456,350,0,46.0,0,60,31
22.257859,114.132003,SOUTHERN,171,2700.0,545,0,360.0,0,61,1
22.28256146458102,114.1916802999936,WAN CHAI,151,3714.28571428571,1479,0,678.0,0,62,14
22.29073609461338,114.2020600503235,EASTERN,153,3282.35294117647,394,0,469.0,0,63,13
22.23940603753666,114.1951114336837,SOUTHERN,192,3598.5905639550456,198,0,43.0,0,64,4
22.27736900587868,114.224199672095,EASTERN,166,3008.33333333333,196,0,359.0,0,65,33
22.2873115539551,114.213020324707,EASTERN,155,3200.0,397,0,456.0,0,66,22
22.2740020751953,114.18741607666,WAN CHAI,145,3425.0,1621,0,762.0,0,67,34
22.287410736084,114.212249755859,EASTERN,155,3200.0,397,0,456.0,0,68,22
22.2487468719482,114.166770935059,SOUTHERN,175,3598.5905639550456,232,0,618.0,0,69,8
22.2659244537354,114.235366821289,EASTERN,163,3150.0,0,0,236.0,0,70,21
22.26729318787899,114.2413836284833,EASTERN,163,3150.0,0,0,230.0,0,71,21
22.25168156220665,114.1762685840212,SOUTHERN,175,3598.5905639550456,70,0,559.0,0,72,8
22.31311,114.17946,KOWLOON CITY,236,3913.04347826086,3458,0,485.0,0,73,35
22.306989,114.212648,KOWLOON CITY,286,3628.8947368421,638,0,1033.0,0,74,36
22.324074,114.20381,KWUN TONG,286,5209.0,1941,0,1407.0,0,75,36
22.32673,114.15378,SHAM SHUI PO,255,3668.75,2209,0,458.0,0,76,37
22.33694,114.14799,SHAM SHUI PO,264,3675.0,963,0,385.0,0,77,38
22.338134765625,114.17391204834,SHAM SHUI PO,268,2485.71428571428,1771,0,325.0,0,78,39
22.30772224977978,114.2356720254545,KWUN TONG,297,3555.21052631578,258,0,520.0,0,79,40
22.33116639432641,114.19754095396,KOWLOON CITY,286,4874.91666666666,2585,0,1058.0,0,80,36
22.3287239074707,114.204620361328,KOWLOON CITY,286,5209.0,2176,0,1506.0,0,81,36
22.2956161499023,114.169357299805,YAU TSIM MONG,211,3871.42857142857,2546,0,1248.0,0,82,41
22.3010005950928,114.167915344238,YAU TSIM MONG,211,3871.42857142857,2763,0,805.0,0,83,41
22.31488680478642,114.2243180971391,KWUN TONG,294,3555.21052631578,1177,0,1125.0,0,84,42
22.30206523593302,114.1789078940341,YAU TSIM MONG,215,4021.05263157894,2545,0,768.0,0,85,43
22.294139,114.174139,YAU TSIM MONG,216,3762.5,2820,0,1171.0,0,86,44
22.29546745605811,114.1733440088022,YAU TSIM MONG,214,3877.77777777777,2577,0,1037.0,0,87,45
22.31736854579913,114.1687285578419,YAU TSIM MONG,229,3772.91666666666,2853,0,690.0,0,88,46
22.30378729822278,114.1829356711868,KOWLOON CITY,215,3884.21052631578,2363,0,641.0,0,89,43
22.30155,114.188888,KOWLOON CITY,213,3966.66666666666,1839,0,546.0,0,90,47
22.299494,114.17928,YAU TSIM MONG,215,3938.46153846153,2242,0,704.0,0,91,43
22.3242243,114.216281,KWUN TONG,291,4257.33333333333,1635,0,1337.0,0,92,48
22.3210288,114.166715,YAU TSIM MONG,221,3775.0,2798,0,636.0,0,93,49
22.3006286621094,114.172828674316,YAU TSIM MONG,212,3860.0,2742,0,808.0,0,94,50
22.30611,114.17537,YAU TSIM MONG,212,3980.95238095238,3283,0,812.0,0,95,50
22.2984075,114.177741,YAU TSIM MONG,215,3938.46153846153,2306,0,792.0,0,96,43
22.29805,114.16694,YAU TSIM MONG,211,3900.0,2299,0,1122.0,0,97,41
22.300844,114.179607,YAU TSIM MONG,215,3885.71428571428,2267,0,724.0,0,98,43
22.31768359545865,114.1679952920006,YAU TSIM MONG,229,3772.91666666666,2795,0,695.0,0,99,46
22.32625,114.18482,KOWLOON CITY,233,4269.1923076923,2097,0,688.0,0,100,51
22.3361005,114.147544,SHAM SHUI PO,264,3675.0,994,0,387.0,0,101,38
22.3194198608398,114.15657043457,YAU TSIM MONG,254,4019.23076923076,2284,0,519.0,0,102,52
22.335033416748,114.199325561523,WONG TAI SIN,284,4874.91666666666,2271,0,1039.0,0,103,53
22.3314208984375,114.213768005371,KWUN TONG,291,4196.75,1831,0,1420.0,0,104,48
22.3045139312744,114.190353393555,KOWLOON CITY,245,4100.0,1404,0,334.0,0,105,54
22.3002414,114.1559101,YAU TSIM MONG,256,3950.0,1832,0,930.0,0,106,55
22.3203277587891,114.208526611328,KWUN TONG,280,4268.66666666666,1583,0,1601.0,0,107,56
22.3226432800293,114.169326782227,YAU TSIM MONG,222,3732.60869565217,2816,0,640.0,0,108,57
22.3221912384033,114.213203430176,KWUN TONG,280,4257.33333333333,1617,0,1689.0,0,109,56
22.3040962219238,114.159973144531,YAU TSIM MONG,251,3950.0,2323,0,856.0,0,110,58
22.30488,114.161519,YAU TSIM MONG,251,4200.0,2645,0,790.0,0,111,58
22.3028431530762,114.1705177724129,YAU TSIM MONG,211,3740.0,2989,0,792.0,0,112,41
22.321006,114.233853,KWUN TONG,293,3555.21052631578,430,0,479.0,0,113,59
22.3158416748047,114.212532043457,KWUN TONG,286,4257.33333333333,1198,0,1291.0,0,114,36
22.3125627,114.2179202,KWUN TONG,295,3558.27777777777,1112,0,1386.0,0,115,60
22.3212547302246,114.164367675781,YAU TSIM MONG,221,3775.0,2816,0,587.0,0,116,49
22.31946,114.215324,KWUN TONG,294,4257.33333333333,1312,0,1385.0,0,117,42
22.3258056640625,114.204681396484,KWUN TONG,280,5209.0,2041,0,1416.0,0,118,56
22.3206514,114.2366173,KWUN TONG,293,3555.21052631578,414,0,406.0,0,119,59
22.3177541,114.1559591,YAU TSIM MONG,254,4095.83333333333,2210,0,556.0,0,120,52
22.3203629,114.1731964,YAU TSIM MONG,232,3541.30434782608,2768,0,550.0,0,121,61
22.313627,114.218011,KWUN TONG,295,3558.27777777777,1181,0,1388.0,0,122,60
22.3342418670654,114.210273742676,KWUN TONG,291,5209.9,2400,0,1441.0,0,123,48
22.29255335501164,114.2388225730728,KWUN TONG,298,3350.0,5,0,372.0,0,124,62
22.323,114.171981,YAU TSIM MONG,222,3736.95652173913,2795,0,579.0,0,125,57
22.3222849,114.207146,KWUN TONG,280,4086.0,1731,0,1441.0,0,126,56
22.338166,114.19496,WONG TAI SIN,283,5209.9,1969,0,935.0,0,127,63
22.29820665803591,114.1766908375348,YAU TSIM MONG,215,3991.66666666666,2321,0,818.0,0,128,43
22.3101991768697,114.1678941943731,YAU TSIM MONG,225,3958.33333333333,3567,0,842.0,0,129,64
22.333998465686,114.1860948361276,WONG TAI SIN,272,4231.77272727272,1153,0,717.0,0,130,65
22.29236793741413,114.2376142392431,KWUN TONG,298,3350.0,22,0,366.0,0,131,62
22.339667,114.154572,SHAM SHUI PO,264,3675.0,1038,0,434.0,0,132,38
22.320996,114.189238,KOWLOON CITY,241,4496.25925925925,1325,0,844.0,0,133,66
22.295029,114.234631,KWUN TONG,298,3144.44444444444,45,0,381.0,0,134,62
22.315888,114.179938,KOWLOON CITY,236,3942.85714285714,3154,0,322.0,0,135,35
22.344566,114.164378,SHAM SHUI PO,263,2320.0,1202,0,289.0,0,136,67
22.339923,114.154647,SHAM SHUI PO,264,3675.0,1038,0,434.0,0,137,38
22.337195,114.152125,SHAM SHUI PO,264,3675.0,1163,0,396.0,0,138,38
22.342204,114.201768,WONG TAI SIN,281,5209.9,1904,0,899.0,0,139,68
22.332449,114.211978,KWUN TONG,291,4196.75,2006,0,1490.0,0,140,48
22.3014767932285,114.179251217106,YAU TSIM MONG,215,3833.33333333333,2363,0,750.0,0,141,43
22.33629409104432,114.1426825239831,SHAM SHUI PO,260,3557.14285714285,837,0,384.0,0,142,69
22.33987124744423,114.1798551489074,KOWLOON CITY,272,2860.0,1310,0,317.0,0,143,65
22.32068842046848,114.2245878096413,KWUN TONG,294,3555.21052631578,1339,0,1276.0,0,144,42
22.32266068835799,114.2172060326888,KWUN TONG,294,4257.33333333333,1606,0,1387.0,0,145,42
22.33543655715983,114.1458405417813,SHAM SHUI PO,264,3675.0,960,0,383.0,0,146,38
22.30475912333331,114.1650052436377,YAU TSIM MONG,251,3971.42857142857,3060,0,827.0,0,147,58
22.34293902650182,114.137939590269,SHAM SHUI PO,328,3500.0,625,0,384.0,0,148,70
22.34166223454579,114.1369545559639,SHAM SHUI PO,328,3100.0,623,0,383.0,0,149,70
22.31632902448504,114.1812237714902,KOWLOON CITY,237,3942.85714285714,2943,0,303.0,0,150,71
22.33724076021336,114.1696022558629,SHAM SHUI PO,268,3513.63636363636,1738,0,322.0,0,151,39
22.33715812107206,114.1899146907224,WONG TAI SIN,282,4176.41176470588,1689,0,789.0,0,152,72
22.31289633505427,114.22116711577,KWUN TONG,295,3555.21052631578,1169,0,1115.0,0,153,60
22.3073668835503,114.2231892230029,KWUN TONG,295,3555.21052631578,688,0,973.0,0,154,60
22.3025379180908,114.181098937988,YAU TSIM MONG,215,4044.44444444444,2364,0,641.0,0,155,43
22.3399715423584,114.149429321289,SHAM SHUI PO,261,3557.14285714285,863,0,386.0,0,156,73
22.3200588226318,114.157608032227,YAU TSIM MONG,254,4019.23076923076,2320,0,525.0,0,157,52
22.310697555542,114.225021362305,KWUN TONG,295,3555.21052631578,833,0,1097.0,0,158,60
22.317663192749,114.217323303223,KWUN TONG,294,3558.27777777777,1280,0,1381.0,0,159,42
22.31568710958965,114.2095308333103,KOWLOON CITY,286,4284.41379310344,1201,0,1273.0,0,160,36
22.33958076914364,114.1995414724738,WONG TAI SIN,281,5209.9,1958,0,931.0,0,161,68
22.29019675240313,113.9410187822862,ISLAND,950,3933.33333333333,0,0,256.0,0,162,74
22.3691139221191,114.120895385742,TSUEN WAN,324,3950.0,626,0,939.0,0,163,75
22.381727,114.188806,SHA TIN,758,2462.5,845,0,581.0,0,164,76
22.30306,114.26104,SAI KUNG,838,4650.0,0,0,912.0,0,165,77
22.41068,114.211468,SHA TIN,753,3591.66666666666,317,0,1130.0,0,166,78
22.30836297059758,114.2587408396533,SAI KUNG,838,4650.0,1,0,937.0,0,167,77
22.3584804534912,114.105545043945,KWAI TSING,350,3706.15384615384,402,0,443.0,0,168,79
22.315637588501,114.265960693359,SAI KUNG,837,4543.75,0,0,615.0,0,169,80
22.381818,114.205492,SHA TIN,756,2421.73913043478,965,0,338.0,0,170,81
22.4426822662354,114.036911010742,YUEN LONG,524,4000.0,0,0,636.0,0,171,82
22.39542987548171,113.9739162366168,TUEN MUN,424,2773.84615384615,399,0,200.0,0,172,83
22.36392,114.17203,SHA TIN,759,2766.66666666666,239,0,128.0,0,173,84
22.4493846893311,114.001853942871,YUEN LONG,510,3598.5905639550456,0,0,257.0,0,174,85
22.39200858040493,114.1942699277397,SHA TIN,753,2443.75,1093,0,546.0,0,175,78
22.36680435914824,114.1152173402443,TSUEN WAN,324,3706.15384615384,626,0,937.0,0,176,75
22.38544454877388,114.2755588483018,SAI KUNG,828,3598.5905639550456,0,0,88.0,0,177,86
22.40052880050036,113.9738373606948,TUEN MUN,423,2773.84615384615,389,0,196.0,0,178,87
22.3078013,114.257406,SAI KUNG,838,4650.0,7,0,931.0,0,179,77
22.33198041755729,114.1084075067035,KWAI TSING,350,3598.5905639550456,0,0,27.0,0,180,79
22.28786692843638,114.2727837419971,SAI KUNG,839,5500.0,0,0,415.0,0,181,88
22.4404621124268,114.021453857422,YUEN LONG,527,3598.5905639550456,0,0,632.0,0,182,89
22.5012283325195,114.143859863281,NORTH,625,3600.0,210,0,437.0,0,183,90
22.29736013199998,114.2712994127993,SAI KUNG,839,4881.25,0,0,820.0,0,184,88
22.367431640625,114.127708435059,KWAI TSING,326,3909.0909090909,341,0,734.0,0,185,91
22.4667584,114.0054674,YUEN LONG,510,3598.5905639550456,0,0,214.0,0,186,85
22.4235343933105,114.231117248535,SHA TIN,757,3598.5905639550456,228,0,359.0,0,187,92
22.42645411907444,114.2100069883556,SHA TIN,729,5900.0,163,0,1100.0,0,188,93
22.3182468414307,113.933815002441,ISLAND,951,3598.5905639550456,0,0,547.0,0,189,94
22.3688278198242,114.113906860352,TSUEN WAN,324,3706.15384615384,626,0,727.0,0,190,75
22.3800792694092,114.18709564209,SHA TIN,758,2304.7619047619,577,0,424.0,0,191,76
22.28154546938176,113.9362548129601,ISLAND,950,3933.33333333333,0,0,250.0,0,192,74
22.3847637176514,114.276702880859,SAI KUNG,828,3598.5905639550456,0,0,90.0,0,193,86
22.360803604126,114.104461669922,KWAI TSING,351,3706.15384615384,402,0,689.0,0,194,95
22.3935165405273,113.976783752441,TUEN MUN,424,2773.84615384615,399,0,160.0,0,195,83
22.4127731323242,113.983123779297,TUEN MUN,425,3300.0,191,0,67.0,0,196,96
22.5014114379883,114.127182006836,NORTH,626,3600.0,201,0,352.0,0,197,97
22.4468097686768,114.022079467773,YUEN LONG,527,3598.5905639550456,0,0,731.0,0,198,89
22.31596676993134,113.9522870067524,ISLAND,951,3598.5905639550456,0,0,547.0,0,199,94
22.476309,114.045714,YUEN LONG,541,3598.5905639550456,0,0,2.0,0,200,98
22.5015237642494,114.1466260417973,NORTH,625,3600.0,201,0,375.0,0,201,90
22.4639449186353,114.1956217077198,TAI PO,722,3598.5905639550456,0,0,36.0,0,202,99
22.29316372467109,114.2701415597765,SAI KUNG,839,5014.28571428571,0,0,733.0,0,203,88
22.29166258748106,113.9314514485763,ISLAND,951,3933.33333333333,0,0,255.0,0,204,94
22.316824,114.268719,SAI KUNG,837,4543.75,0,0,573.0,0,205,80
22.372292,114.138876,KWAI TSING,327,4020.0,224,0,148.0,0,206,100
22.38833,113.974542,TUEN MUN,424,2730.0,399,0,153.0,0,207,83
22.482933,114.138953,NORTH,628,3598.5905639550456,0,0,238.0,0,208,101
22.30251481211593,114.2616815605717,SAI KUNG,838,4650.0,0,0,966.0,0,209,77
22.3538401936754,114.1034146022294,KWAI TSING,350,3366.66666666666,402,0,328.0,0,210,79
22.36846117949542,114.1097055494184,TSUEN WAN,324,3706.15384615384,626,0,714.0,0,211,75
22.36812311849738,114.1106531636435,TSUEN WAN,324,3706.15384615384,626,0,722.0,0,212,75
22.37098716633688,114.1416390174911,KWAI TSING,327,3975.0,77,0,113.0,0,213,100
22.37099611721522,114.1119074382754,CENTRAL AND WESTERN,324,3706.15384615384,626,0,705.0,0,214,75
22.3218496021751,114.257071484745,SAI KUNG,836,3637.5,72,0,467.0,0,215,102
22.37059012151779,114.1179021604999,TSUEN WAN,324,3698.66666666666,626,0,915.0,0,216,75
22.45356667356519,114.1711431439346,TAI PO,726,2683.33333333333,0,0,213.0,0,217,103
22.2882328033447,113.941909790039,ISLAND,950,3933.33333333333,0,0,254.0,0,218,74
22.38305789520694,114.1906198233975,SHA TIN,758,2462.5,1038,0,572.0,0,219,76
22.437881633328,114.0211197650818,YUEN LONG,527,3598.5905639550456,0,0,627.0,0,220,89
22.20170163983634,113.5792710597734,ISLAND,<Null>,3598.5905639550456,0,0,40.0,0,221,104
22.43863646132986,114.02066880634,YUEN LONG,527,3598.5905639550456,0,0,632.0,0,222,89
22.371816,113.992463,TUEN MUN,426,2100.0,69,0,74.0,0,223,105
22.44865104343959,114.027176301682,YUEN LONG,524,3598.5905639550456,0,0,626.0,0,224,82
22.36844,114.26878,SAI KUNG,821,3598.5905639550456,0,0,58.0,0,225,106
22.318894,113.93422,ISLAND,951,3598.5905639550456,0,0,547.0,0,226,94
22.369933,114.1851646,SHA TIN,759,2514.28571428571,447,0,342.0,0,227,84
22.36691,114.13455,KWAI TSING,328,3928.57142857142,341,0,625.0,0,228,70
22.374757,114.109834,TSUEN WAN,324,3715.0,402,0,675.0,0,229,75
22.303517,114.258258,SAI KUNG,838,4650.0,0,0,926.0,0,230,77
22.3792527,114.188595,SHA TIN,758,2331.81818181818,669,0,431.0,0,231,76
22.37354,114.25907,SAI KUNG,829,3598.5905639550456,0,0,53.0,0,232,107
22.376614,114.182037,SHA TIN,754,2466.66666666666,231,0,383.0,0,233,108
22.39864,114.19365,SHA TIN,753,2588.63636363636,741,0,390.0,0,234,78
22.370283,113.993395,TUEN MUN,426,3598.5905639550456,20,0,72.0,0,235,105
22.395614,113.972276,TUEN MUN,423,2773.84615384615,399,0,200.0,0,236,87
22.270551,114.297729,SAI KUNG,832,3598.5905639550456,0,0,7.0,0,237,109
22.308732,114.044058,ISLAND,973,3598.5905639550456,0,0,69.0,0,238,110
22.316275,114.047294,ISLAND,973,3598.5905639550456,0,0,69.0,0,239,110
22.41778,114.22535,SHA TIN,757,3598.5905639550456,275,0,637.0,0,240,92
22.38362752475234,114.2082138522169,SHA TIN,756,2443.75,945,0,242.0,0,241,81
22.4515232,114.0519624,YUEN LONG,526,4000.0,0,0,439.0,0,242,111
22.2422029,113.9809002,ISLAND,931,3598.5905639550456,0,0,2.0,0,243,112
22.3808631896973,113.964363098145,TUEN MUN,422,2756.0,168,0,130.0,0,244,113
22.3357961,114.2603651,SAI KUNG,831,3598.5905639550456,0,0,53.0,0,245,114
22.3516161,114.1076251,KWAI TSING,350,3475.0,402,0,342.0,0,246,79
22.3817367553711,113.976921081543,TUEN MUN,425,2756.0,226,0,181.0,0,247,96
22.4922847747803,114.138900756836,NORTH,625,3600.0,0,0,371.0,0,248,90
22.3701595,114.1756444,SHA TIN,759,2766.66666666666,333,0,201.0,0,249,84
22.4953308105469,114.138282775879,NORTH,625,3600.0,23,0,373.0,0,250,90
22.3817367553711,114.271789550781,SAI KUNG,826,3598.5905639550456,0,0,96.0,0,251,115
22.30891063038446,114.2603012293433,SAI KUNG,838,4650.0,1,0,937.0,0,252,77
22.4504833221436,114.160835266113,TAI PO,726,2683.33333333333,0,0,212.0,0,253,103
22.4300282,114.2432523,SHA TIN,757,3598.5905639550456,201,0,204.0,0,254,92
22.44585017791291,114.0350754201094,YUEN LONG,524,4000.0,0,0,636.0,0,255,82
22.38492714540966,114.1912163111197,SHA TIN,758,2461.53846153846,1071,0,578.0,0,256,76
22.42155733439863,114.2264885753109,SHA TIN,757,3598.5905639550456,242,0,1240.0,0,257,92
22.37229347229,114.121849060059,TSUEN WAN,324,3950.0,419,0,775.0,0,258,75
22.5005378723145,114.130462646484,NORTH,624,3600.0,201,0,354.0,0,259,116
22.4135494232178,114.025596618652,YUEN LONG,522,3598.5905639550456,0,0,38.0,0,260,117
22.358702,114.1188994,KWAI TSING,329,4018.18181818181,790,0,859.0,0,261,118
22.365716,114.137114,KWAI TSING,327,3983.33333333333,341,0,367.0,0,262,100
22.4248494,114.228113,SHA TIN,757,3598.5905639550456,260,0,767.0,0,263,92
22.309187,114.037334,ISLAND,973,3598.5905639550456,0,0,69.0,0,264,110
22.3084621429443,114.260925292969,KWAI TSING,838,4650.0,1,0,939.0,0,265,77
22.31581918606122,113.9527541209738,ISLAND,951,3598.5905639550456,0,0,547.0,0,266,94
22.4681568145752,114.003433227539,YUEN LONG,510,3598.5905639550456,0,0,171.0,0,267,85
22.36337234107542,114.2592884958746,SAI KUNG,823,3598.5905639550456,0,0,14.0,0,268,119
22.29599909597631,114.2720611537141,SAI KUNG,839,5014.28571428571,0,0,794.0,0,269,88
22.30551931883924,114.261349487228,SAI KUNG,838,4650.0,0,0,932.0,0,270,77
22.30347324377044,114.2627979463968,SAI KUNG,838,4650.0,0,0,950.0,0,271,77
22.37326547909604,114.0025266335496,TUEN MUN,426,3598.5905639550456,0,0,70.0,0,272,105
22.30478354704704,114.2594721650281,SAI KUNG,838,4650.0,0,0,937.0,0,273,77
22.30475938656706,114.259810253492,SAI KUNG,838,4650.0,0,0,937.0,0,274,77
22.29821098116368,113.9251490424378,ISLAND,951,4000.0,0,0,41.0,0,275,94
22.44716909531034,114.0254061842391,YUEN LONG,527,3598.5905639550456,0,0,622.0,0,276,89
22.37710059624997,113.9897873240895,TUEN MUN,426,2100.0,189,0,76.0,0,277,105
22.36860724956848,114.1110448978464,TSUEN WAN,324,3706.15384615384,626,0,728.0,0,278,75
22.37041405328066,114.1133124620144,CENTRAL AND WESTERN,324,3706.15384615384,626,0,713.0,0,279,75
22.455875,114.161198,TAI PO,722,2683.33333333333,0,0,212.0,0,280,99
22.383140550247,114.1927039436249,SHA TIN,758,2461.53846153846,1071,0,570.0,0,281,76
22.263011,114.000462,ISLAND,962,3598.5905639550456,0,0,29.0,0,282,120
22.447309,114.165771,TAI PO,723,2683.33333333333,0,0,212.0,0,283,121
22.371449,114.114257,TSUEN WAN,324,3706.15384615384,626,0,712.0,0,284,75
22.37037,114.098667,TSUEN WAN,323,3658.0,402,0,456.0,0,285,122
22.367831,114.121176,TSUEN WAN,324,3950.0,694,0,951.0,0,286,75
22.420142,114.232965,SHA TIN,757,3598.5905639550456,226,0,249.0,0,287,92
22.364273,114.127079,KWAI TSING,326,3909.0909090909,576,0,727.0,0,288,91
22.408776,114.221767,SHA TIN,757,3598.5905639550456,236,0,578.0,0,289,92
22.387244,113.975878,TUEN MUN,424,2730.0,399,0,155.0,0,290,83
22.378375,114.136719,TSUEN WAN,325,3650.0,0,0,306.0,0,291,123
22.494804,114.131551,NORTH,628,3600.0,149,0,372.0,0,292,101
22.445912,114.173722,TAI PO,723,2683.33333333333,0,0,212.0,0,293,121
22.410897,114.222369,SHA TIN,757,3598.5905639550456,238,0,608.0,0,294,92
22.321637,114.255835,SAI KUNG,836,3637.5,129,0,467.0,0,295,102
22.493957,114.135344,NORTH,628,3600.0,37,0,372.0,0,296,101
22.366352,114.132465,KWAI TSING,326,3777.77777777777,388,0,657.0,0,297,91
22.398373,113.966744,TUEN MUN,423,2830.0,327,0,200.0,0,298,87
22.322162,114.253944,SAI KUNG,836,3637.5,187,0,466.0,0,299,102
22.373329,114.196631,SHA TIN,755,2331.81818181818,904,0,402.0,0,300,124
22.308385,114.038641,ISLAND,973,3598.5905639550456,0,0,69.0,0,301,110
22.495332,114.136072,NORTH,625,3600.0,56,0,372.0,0,302,90
22.384919,114.203159,SHA TIN,756,2443.75,1011,0,407.0,0,303,81
22.3732572489937,113.994540947043,TUEN MUN,426,2100.0,69,0,72.0,0,304,105
22.45395875683658,114.0038000524546,YUEN LONG,510,3598.5905639550456,0,0,271.0,0,305,85
